id,name,brief,desc
4102001,Boîte de Fille 5 étoiles (Exclusif),Boîte à choix,À utiliser pour choisir 50 fragments 5 étoiles d'une Fille de Maison Ange/Démon. (Touchez la loupe pour savoir le contenu de la Boîte et le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4102002,Boîte de Poupée 6 étoiles(Exclusif),Boîte à choix,À utiliser pour choisir d'obtenir une poupée 6 étoiles de la Maison Ange/Démon
9107,C'est tout ?,Émoji de Tchat,2nd Anniversaire·Émoji de tchat de Dracula 1
9108,Compris,Émoji de Tchat,2nd Anniversaire·Émoji de tchat de Dracula 2
9109,Je suis fâchée,Émoji de Tchat,2nd Anniversaire·Émoji de tchat de Dracula 3
9110,Félicitations !,Émoji de Tchat,2nd Anniversaire·Émoji de tchat de Dracula 4
9111,Tu veux aussi y goûter ?,Émoji de Tchat,2nd Anniversaire·Émoji de tchat de Blowie 1
9112,Glou Glou Glou,Émoji de Tchat,2nd Anniversaire·Émoji de tchat de Blowie 2
9113,Fais de beaux rêves,Émoji de Tchat,2nd Anniversaire·Émoji de tchat de Blowie 3
9114,Oups,Émoji de Tchat,2nd Anniversaire·Émoji de tchat de Blowie 4
4102003,Boîte de Kratos & Lucifael,Boîte à choix,À utiliser pour obtenir 50 fragments de Kratos ou 50 fragments de Lucifael
149,Coffret de Guerrier,Coffret d'ensemble d'équipement,À utiliser pour obtenir l'ensemble d'équipement de Guerrier
150,Coffret de Mage,Coffret d'ensemble d'équipement,À utiliser pour obtenir l'ensemble d'équipement de Mage
151,Coffret d'Éclaireur,Coffret d'ensemble d'équipement,À utiliser pour obtenir l'ensemble d'équipement d'Éclaireur
152,Coffret d'Assassin,Coffret d'ensemble d'équipement,À utiliser pour obtenir l'ensemble d'équipement d'Assassin
153,Coffret de Prêtre,Coffret d'ensemble d'équipement,À utiliser pour obtenir l'ensemble d'équipement de Prêtre
6497,Canne d'Anniversaire,,
6498,Canne d'Anniversaire,,
6499,Canne d'Anniversaire,,
6500,Canne d'Anniversaire,,
6501,Canne d'Anniversaire,,
6502,Canne d'Anniversaire,,
2000042,Gâteau d'Anniversaire,Image de fond,Peut être défini comme image de chargement pour les batailles
7106,Champagne pourpre,Skin,Skin de Blowie-Champagne pourpre
27106,Champagne pourpre,Skin,Skin de Blowie-Champagne pourpre
7107,Marraine,Skin,Skin de Kratos-Marraine
27107,Marraine,Skin,Skin de Kratos-Marraine
2000043,Doux Souvenir,Image de fond,Peut être défini comme image de chargement pour les batailles
8037,Cadre d'Avatar SP de FB (2nd Anniversaire),Cadre d'Avatar,Obtenu dans l'événement de 2nd Anniversaire sur Facebook FR
154,Soda,Matériel d'Événement,"Matériel d'Événement, utilisable lors de l'événement Chaleur d'été."
8038,Chaleur d'été,Cadre d'Avatar,"Le cadre exclusif de Chaleur d'été, obtenable dans l'événement exclusif"
7108,Repos Balnéaire,Skin,Skin de Chevalir - Repos Balnéaire
27108,Repos Balnéaire,Skin,Skin de Chevalir - Repos Balnéaire
4102004,Boîte de Fille 5 étoiles,Boîte à choix,À utiliser pour choisir 50 fragments 5 étoiles d'une Fille de Maison Ange/Démon. (Touchez la loupe pour savoir le contenu de la Boîte et le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
156,Bulletin d'amour,Matériel d'Événement,Objet exclusif pour voter dans Gagnez les Cœurs
157,Bulletin d'amour,Matériel d'Événement,Objet exclusif pour voter dans Gagnez les Cœurs
158,Bulletin d'amour,Événement,Objet exclusif pour voter dans Gagnez les Cœurs
155,Billet de Théâtre,Matériel d'Événement,"Matériel Spécial, à utiliser pour obtenir des objets"
159,Marteau Gonflable,Matériel d'Événement,"Matériel d'Événement, à utiliser pour participer à l'événement Surprises Glacées."
160,Dorayaki,Matériel d'Événement,"Matériel Spécial, à utiliser pour obtenir des objets"
161,Takoyaki,Événement,"Matériel Spécial, à utiliser pour obtenir des objets"
162,Mochi,Matériel d'Événement,"Matériel Spécial, à utiliser pour obtenir des objets"
930189,Chris 5 étoiles,Recruter une Fille,Collectez 50 Fragments pour recruter cette Fille
54012,Chris,,
654019,Chris,,
754012,Chris,,
1090001,Chaise de Plage,Meuble,"Profiter de la plage c'est bien, mais n'oubliez pas de vous reposer de temps en temps !"
1090002,Table de Plage,Meuble,Utile pour attraper des choses à portées de main et ne pas avoir à poser ses affaires au sol.
1090003,Glacière,Meuble,"Avec la chaleur, c'est mieux de boire des boissons fraîches ! Si vous faites attention à votre ligne, n'oubliez pas de choisir des boissons sans sucre."
1090004,Serviette de Plage,Meuble,Utile pour pouvoir s'allonger sur le sable.
1090005,Tortue de Plage,Meuble,"Si le sable est brûlant, il vaut mieux s'enfouir dedans et bien roupiller."
1090006,Chaise de\nSauveteur,Meuble,"Est-ce qu'un sauveteur peut apporter son téléphone pour travailler ? Sans téléphone, cela doit être bien ennuyant de s'asseoir sur cette chaise !"
1090007,Château de Sable,Meuble,"Vous ne pouvez jamais réaliser à quel point les œuvres des autres peuvent être belles. Enfin, dans tous les cas, elles finiront par ne redevenir que du sable."
1090008,Jouets de Plage,Meuble,"Même si ces jouets ne sont certainement pas aussi utiles que les mains, ils sont certainement d'un aide indispensable !"
1090009,Filet de Volleyball,Meuble,"Appelez quelques amis, enfilez votre maillot de bain et profitez de ce moment pour faire du sport sur la plage juste à côté de la mer~"
1090010,Affaires\nPersonnelles,Meuble,Veuillez bien prendre soin de vos affaires et faire attention aux voleurs.
1090011,Palmier,Meuble,Il semble difficile de se mettre à l'ombre sur la plage. Il ne peut être utilisé que comme décoration pour essayer de soulager un peu la fatigue oculaire.
1090012,Planches de Surf,Meuble,"Sur la plage, les planches de surf se prélassent au soleil, ne vous inquiétez pas, elles n'auront pas de coup de soleil."
1090013,Tas de\nPastèques,Meuble,Il y a assez de pastèques pour tout le monde. Faites la queue et attendez votre tour comme tout le monde.
1090014,Boisson Glacée,Meuble,"C'est une boisson spéciale pour la plage, est-ce que vous voulez un autre verre ?"
1090015,Étoile de Mer,Meuble,Décore silencieusement la plage pour lui donner une note de cinq étoiles ~
1090016,Conque,Meuble,"Les belles Filles ne vivront jamais dans une conque, arrêtez de fantasmer."
1090017,Bouée de Sauvetage,Meuble,"Se tient patiemment au milieu de la foule, attendant le moment où on aura besoin d'elle."
1090018,Limite de Terrain 1,Meuble,"Un match doit être accompagné de règles et de limites, il est donc nécessaire de délimiter clairement le terrain."
1090019,Limite de Terrain 2,Meuble,"Un match doit être accompagné de règles et de limites, il est donc nécessaire de délimiter clairement le terrain."
1090020,Limite de Terrain 3,Meuble,"Un match doit être accompagné de règles et de limites, il est donc nécessaire de délimiter clairement le terrain."
1100001,Papier Peint\nTransparent,Meuble,Le papier peint transparent permet d'avoir une vue imprenable sur le paysage environnant.
1100002,Sol\nTransparent,Meuble,Le sol transparent donne l'impression d'être plus proche de la nature.
8039,Amour Éternel,Cadre d'Avatar,Cadre d'Avatar obtenu dans l'événement de vote
7109,Reine des Eaux,Skin,Skin de Valeera - Reine des Eaux
27109,Reine des Eaux,Skin,Skin de Valeera - Reine des Eaux
7110,Douceur d'été,Skin,Skin de Capsula - Douceur d'été
27110,Douceur d'été,Skin,Skin de Capsula - Douceur d'été
7111,Baignade rosée,Skin,Skin de Turin - Baignade rosée
27111,Baignade rosée,Skin,Skin de Turin - Baignade rosée
7112,Reine des vagues,Skin,Skin de Lucifer - Reine des vagues
27112,Reine des vagues,Skin,Skin de Lucifer - Reine des vagues
7113,Grâce dorée,Skin,Skin de Michael - Grâce dorée
27113,Grâce dorée,Skin,Skin de Michael - Grâce dorée
1090021,Limite de Terrain 4,Meuble,"Un match doit être accompagné de règles et de limites, il est donc nécessaire de délimiter clairement le terrain."
163,Grue en papier,Matériel d'Événement,"Matériel Spécial, à utiliser pour échanger des objets pendant l'événement - Vieilles Connaissances. Il sera vendable après la fin d'événement."
1090022,Plage,Meuble,Un espace de la plage où vous pouvez vous amuser.
1100003,Fond par défaut,Meuble,"Vous êtes resté trop longtemps dans le dortoir, n'oubliez pas de sortir et de profiter du paysage du Campus."
1100004,Paysage Normal 1,Meuble,Lavli vous regarde et rigole !
1100005,Paysage Normal 2,Meuble,Lavli vous regarde et rigole !
1100006,Paysage Normal 3,Meuble,Lavli vous regarde et rigole !
164,Ticket de Fête,Matériel d'Événement,"Matériel Spécial, à utiliser pour échanger des objets"
4101003,Boîte de Filles 5 étoiles,Boîte à choix,À utiliser pour choisir d'obtenir les Fragments d'une Fille 5 étoiles de la Maison Fantôme/Humain/Monstre/Fée. (Le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
7114,Barbe-à-papa,Skin,Skin de Gambler- Barbe-à-papa
4103001,Coffret spécial personnalisable,Boîte à choix,À utiliser pour choisir une récompense. (Touchez la loupe pour savoir le contenu de la Boîte et le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
4103002,Coffret spécial(Ange&Démon),Boîte à choix,À utiliser pour choisir une récompense. (Touchez la loupe pour savoir le contenu de la Boîte et le contenu disponible ne changera pas dépendamment de la date d'ouverture de cette boîte)
9115,Oublie ça,Émoji,Émoji de Chris
7115,Ombre d'été,Skin,Skin d'Ithil - Ombre d'été
27115,Ombre d'été,Skin,Skin d'Ithil - Ombre d'été
8040,Ancienne Capitale,Cadre d'Avatar,Obtenable en achetant le Billet de 1ère Classe dans la 3ème Période du Festival à Vapeur
168,Fille de votre choix,Objet Spécial,Sélectionner la Fille Souhaitée pour l'obtenir
170,Cristal de Divination,Pièce de Boutique d'Antiquité,À utiliser pour acheter des Antiquités chez l'Antiquaire
165,Ticket d'Échecs,Certificat de Participation du Défi de Personnage,Obtenable dans Mode d'Échecs du Défi du Personnage. À utiliser pour acheter les Filles dans Mode d'Échecs
6503,Cœur Scellé · Fantôme,Antiquité,
6504,Cœur Scellé · Fantôme,Antiquité,
6505,Cœur Scellé · Fantôme,Antiquité,
6506,Cœur Scellé · Fantôme,Antiquité,
6507,Cœur Scellé · Fantôme,Antiquité,
6508,Cœur Scellé · Fantôme,Antiquité,
6509,Sang Démoniaque · Fantôme,Antiquité,
6510,Sang Démoniaque · Fantôme,Antiquité,
6511,Sang Démoniaque · Fantôme,Antiquité,
6512,Sang Démoniaque · Fantôme,Antiquité,
6513,Sang Démoniaque · Fantôme,Antiquité,
6514,Sang Démoniaque · Fantôme,Antiquité,
6515,Épée Scellée · Humain,Antiquité,
6516,Épée Scellée · Humain,Antiquité,
6517,Épée Scellée · Humain,Antiquité,
6518,Épée Scellée · Humain,Antiquité,
6519,Épée Scellée · Humain,Antiquité,
6520,Épée Scellée · Humain,Antiquité,
6521,Menottes du Mal · Humain,Antiquité,
6522,Menottes du Mal · Humain,Antiquité,
6523,Menottes du Mal · Humain,Antiquité,
6524,Menottes du Mal · Humain,Antiquité,
6525,Menottes du Mal · Humain,Antiquité,
6526,Menottes du Mal · Humain,Antiquité,
6527,Bouclier Épineux · Humain,Antiquité,
6528,Bouclier Épineux · Humain,Antiquité,
6529,Bouclier Épineux · Humain,Antiquité,
6530,Bouclier Épineux · Humain,Antiquité,
6531,Bouclier Épineux · Humain,Antiquité,
6532,Bouclier Épineux · Humain,Antiquité,
6533,Cœur Scellé · Monstre,Antiquité,
6534,Cœur Scellé · Monstre,Antiquité,
6535,Cœur Scellé · Monstre,Antiquité,
6536,Cœur Scellé · Monstre,Antiquité,
6537,Cœur Scellé · Monstre,Antiquité,
6538,Cœur Scellé · Monstre,Antiquité,
6539,Sang Démoniaque · Monstre,Antiquité,
6540,Sang Démoniaque · Monstre,Antiquité,
6541,Sang Démoniaque · Monstre,Antiquité,
6542,Sang Démoniaque · Monstre,Antiquité,
6543,Sang Démoniaque · Monstre,Antiquité,
6544,Sang Démoniaque · Monstre,Antiquité,
6545,Épée Scellée · Fée,Antiquité,
6546,Épée Scellée · Fée,Antiquité,
6547,Épée Scellée · Fée,Antiquité,
6548,Épée Scellée · Fée,Antiquité,
6549,Épée Scellée · Fée,Antiquité,
6550,Épée Scellée · Fée,Antiquité,
6551,Menottes du Mal · Fée,Antiquité,
6552,Menottes du Mal · Fée,Antiquité,
6553,Menottes du Mal · Fée,Antiquité,
6554,Menottes du Mal · Fée,Antiquité,
6555,Menottes du Mal · Fée,Antiquité,
6556,Menottes du Mal · Fée,Antiquité,
6557,Bouclier Épineux · Fée,Antiquité,
6558,Bouclier Épineux · Fée,Antiquité,
6559,Bouclier Épineux · Fée,Antiquité,
6560,Bouclier Épineux · Fée,Antiquité,
6561,Bouclier Épineux · Fée,Antiquité,
6562,Bouclier Épineux · Fée,Antiquité,
6563,Sang Démoniaque · Fée,Antiquité,
6564,Sang Démoniaque · Fée,Antiquité,
6565,Sang Démoniaque · Fée,Antiquité,
6566,Sang Démoniaque · Fée,Antiquité,
6567,Sang Démoniaque · Fée,Antiquité,
6568,Sang Démoniaque · Fée,Antiquité,
6569,Épée Scellée · Ange,Antiquité,
6570,Épée Scellée · Ange,Antiquité,
6571,Épée Scellée · Ange,Antiquité,
6572,Épée Scellée · Ange,Antiquité,
6573,Épée Scellée · Ange,Antiquité,
6574,Épée Scellée · Ange,Antiquité,
6575,Menottes du Mal · Ange,Antiquité,
6576,Menottes du Mal · Ange,Antiquité,
6577,Menottes du Mal · Ange,Antiquité,
6578,Menottes du Mal · Ange,Antiquité,
6579,Menottes du Mal · Ange,Antiquité,
6580,Menottes du Mal · Ange,Antiquité,
6581,Bouclier Épineux · Ange,Antiquité,
6582,Bouclier Épineux · Ange,Antiquité,
6583,Bouclier Épineux · Ange,Antiquité,
6584,Bouclier Épineux · Ange,Antiquité,
6585,Bouclier Épineux · Ange,Antiquité,
6586,Bouclier Épineux · Ange,Antiquité,
6587,Cœur Scellé · Ange,Antiquité,
6588,Cœur Scellé · Ange,Antiquité,
6589,Cœur Scellé · Ange,Antiquité,
6590,Cœur Scellé · Ange,Antiquité,
6591,Cœur Scellé · Ange,Antiquité,
6592,Cœur Scellé · Ange,Antiquité,
6593,Sang Démoniaque · Ange,Antiquité,
6594,Sang Démoniaque · Ange,Antiquité,
6595,Sang Démoniaque · Ange,Antiquité,
6596,Sang Démoniaque · Ange,Antiquité,
6597,Sang Démoniaque · Ange,Antiquité,
6598,Sang Démoniaque · Ange,Antiquité,
6599,Épée Scellée · Démon,Antiquité,
6600,Épée Scellée · Démon,Antiquité,
6601,Épée Scellée · Démon,Antiquité,
6602,Épée Scellée · Démon,Antiquité,
6603,Épée Scellée · Démon,Antiquité,
6604,Épée Scellée · Démon,Antiquité,
6605,Menottes du Mal · Démon,Antiquité,
6606,Menottes du Mal · Démon,Antiquité,
6607,Menottes du Mal · Démon,Antiquité,
6608,Menottes du Mal · Démon,Antiquité,
6609,Menottes du Mal · Démon,Antiquité,
6610,Menottes du Mal · Démon,Antiquité,
6611,Bouclier Épineux · Démon,Antiquité,
6612,Bouclier Épineux · Démon,Antiquité,
6613,Bouclier Épineux · Démon,Antiquité,
6614,Bouclier Épineux · Démon,Antiquité,
6615,Bouclier Épineux · Démon,Antiquité,
6616,Bouclier Épineux · Démon,Antiquité,
6617,Cœur Scellé · Démon,Antiquité,
6618,Cœur Scellé · Démon,Antiquité,
6619,Cœur Scellé · Démon,Antiquité,
6620,Cœur Scellé · Démon,Antiquité,
6621,Cœur Scellé · Démon,Antiquité,
6622,Cœur Scellé · Démon,Antiquité,
6623,Sang Démoniaque · Démon,Antiquité,
6624,Sang Démoniaque · Démon,Antiquité,
6625,Sang Démoniaque · Démon,Antiquité,
6626,Sang Démoniaque · Démon,Antiquité,
6627,Sang Démoniaque · Démon,Antiquité,
6628,Sang Démoniaque · Démon,Antiquité,
6629,Arbalète-X,Antiquité,
6630,Arbalète-X,Antiquité,
6631,Arbalète-X,Antiquité,
6632,Arbalète-X,Antiquité,
6633,Arbalète-X,Antiquité,
6634,Arbalète-X,Antiquité,
6635,Dé du Destin,Antiquité,
6636,Dé du Destin,Antiquité,
6637,Dé du Destin,Antiquité,
6638,Dé du Destin,Antiquité,
6639,Dé du Destin,Antiquité,
6640,Dé du Destin,Antiquité,
6641,Chapeau de magicien,Antiquité,
6642,Chapeau de magicien,Antiquité,
6643,Chapeau de magicien,Antiquité,
6644,Chapeau de magicien,Antiquité,
6645,Chapeau de magicien,Antiquité,
6646,Chapeau de magicien,Antiquité,
6647,Kagura Suzu,Antiquité,
6648,Kagura Suzu,Antiquité,
6649,Kagura Suzu,Antiquité,
6650,Kagura Suzu,Antiquité,
6651,Kagura Suzu,Antiquité,
6652,Kagura Suzu,Antiquité,
6653,Gantelet de Gardien,Antiquité,
6654,Gantelet de Gardien,Antiquité,
6655,Gantelet de Gardien,Antiquité,
6656,Gantelet de Gardien,Antiquité,
6657,Gantelet de Gardien,Antiquité,
6658,Gantelet de Gardien,Antiquité,
6659,Saint Graal,Antiquité,
6660,Saint Graal,Antiquité,
6661,Saint Graal,Antiquité,
6662,Saint Graal,Antiquité,
6663,Saint Graal,Antiquité,
6664,Saint Graal,Antiquité,
6665,Sceptre d'Ours,Antiquité,
6666,Sceptre d'Ours,Antiquité,
6667,Sceptre d'Ours,Antiquité,
6668,Sceptre d'Ours,Antiquité,
6669,Sceptre d'Ours,Antiquité,
6670,Sceptre d'Ours,Antiquité,
6671,Lanterne de Yume,Antiquité,
6672,Lanterne de Yume,Antiquité,
6673,Lanterne de Yume,Antiquité,
6674,Lanterne de Yume,Antiquité,
6675,Lanterne de Yume,Antiquité,
6676,Lanterne de Yume,Antiquité,
6677,Casque de Samouraï,Antiquité,
6678,Casque de Samouraï,Antiquité,
6679,Casque de Samouraï,Antiquité,
6680,Casque de Samouraï,Antiquité,
6681,Casque de Samouraï,Antiquité,
6682,Casque de Samouraï,Antiquité,
6683,Dard d'Abeille,Antiquité,
6684,Dard d'Abeille,Antiquité,
6685,Dard d'Abeille,Antiquité,
